Provider State	Provider Name	Penalty Date	Penalty Type	Fine Amount
SC	PRUITTHEALTH- NORTH AUGUSTA	06/15/2017	Fine	6690
PA	FOREST PARK HEALTHCARE AND REHABILITATION CENTER	01/19/2017	Fine	16256
OH	WEST VIEW HEALTHY LIVING	01/06/2017	Fine	6496
PA	LACKAWANNA HEALTH AND REHAB CENTER	02/03/2017	Payment Denial	
OH	ST LUKE LUTHERAN COMMUNITY-PORTAGE LAKES	12/01/2016	Fine	2406
OR	UMPQUA VALLEY NURSING & REHABILITATION CENTER	01/24/2018	Fine	7803
OK	GRACE LIVING CENTER-NORMAN	08/04/2017	Fine	6500
PA	GARDENS AT WEST SHORE, THE	05/18/2017	Fine	57746
OK	GREEN COUNTRY CARE CENTER	01/18/2017	Fine	6666
PA	OLD ORCHARD HEALTH CARE CENTER	09/08/2016	Fine	36564
PA	CENTRE CREST	03/09/2018	Fine	17505
OK	SKIATOOK NURSING HOME,LLC	08/15/2016	Fine	56941
SC	ELLEN SAGAR NURSING CENTER	08/16/2017	Fine	7160
PA	CORNER VIEW NURSING AND REHABILITATION CENTER	07/30/2016	Fine	4428
OH	GRAND RAPIDS CARE CENTER	05/23/2018	Fine	8125
PA	MOUNTAIN VIEW CARE AND REHABILITATION CENTER	05/12/2017	Payment Denial	
OH	SPRINGFIELD NURSING & INDEPENDENT LIVING	12/06/2017	Fine	39180
SC	PRUITTHEALTH-CONWAY AT CONWAY MEDICAL CENTER	08/10/2018	Fine	7341
OR	THE OAKS AT SHERWOOD PARK	12/12/2018	Fine	6633
SC	ROCK HILL POST ACUTE CARE CENTER	07/29/2016	Fine	5000
OK	THE HIGHLANDS AT OWASSO	09/06/2017	Fine	36000
OK	PAULS VALLEY CARE CENTER	08/01/2016	Fine	5290
OR	MARYVILLE	03/03/2017	Fine	3250
SC	PRINCE GEORGE HEALTHCARE CENTER	03/30/2017	Fine	171430
OK	FOREST HILLS  CARE AND REHABILITATION CENTER	02/15/2017	Fine	5278
OK	THE HIGHLANDS AT OWASSO	02/17/2017	Payment Denial	
PA	WINDY HILL VILLAGE OF PRESBYTERIAN HOMES	03/17/2017	Fine	9701
SC	SUMTER EAST HEALTH & REHABILITATION CENTER	05/06/2017	Payment Denial	
OH	ST FRANCIS HOME INC	08/04/2016	Fine	2503
PA	GARDENS AT STROUD, THE	01/24/2017	Payment Denial	
SC	L.M.C.- EXTENDED CARE	04/21/2017	Fine	13627
PA	WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER	06/23/2017	Fine	7673
RI	WOONSOCKET HEALTH CENTRE	09/17/2018	Fine	6893
OH	HOME AT TAYLOR'S POINTE	05/04/2017	Fine	6500
OK	MCMAHON-TOMLINSON NURSING CENTER	02/10/2017	Fine	20598
OH	SCIOTO COMMUNITY	05/16/2017	Fine	10969
OK	LINDSAY NURSING & REHAB	03/05/2018	Fine	8424
PA	WESTMORELAND MANOR	04/23/2018	Fine	70090
OK	COLONIAL MANOR NURSING HOME, INC	01/18/2017	Fine	32881
OK	EL RENO POST-ACUTE REHABILITATION CENTER	06/06/2017	Fine	53758
PA	INGLIS HOUSE	11/11/2016	Fine	81247
OH	REST HAVEN NURSING HOME	12/29/2016	Fine	3214
OH	RIVERSIDE LANDING NURSING AND REHABILITATION	06/20/2018	Payment Denial	
PA	MORAVIAN VILLAGE OF BETHLEHEM	11/08/2017	Fine	6893
RI	PAWTUCKET SKILLED NURSING & REHABILITATION	06/27/2017	Fine	7803
OK	MAPLEWOOD CARE CENTER	01/16/2019	Fine	57740
PA	MOUNTAIN CITY NURSING & REHABILITATION CENTER	11/01/2017	Fine	14279
SC	BLUE RIDGE IN GEORGETOWN	10/16/2018	Fine	16653
OK	SERVANT LIVING CENTER	02/21/2018	Payment Denial	
PA	MOUNTAIN LAUREL HEALTHCARE AND REHABILITATION CTR	09/12/2016	Payment Denial	
OR	AVAMERE TRANSITIONAL CARE AT SUNNYSIDE	10/26/2016	Fine	7550
OH	GLENWOOD CARE AND REHABILITATION	04/19/2018	Fine	11700
OK	PARKLAND MANOR LIVING CENTER	04/04/2017	Payment Denial	
OH	CONCORD HEALTH & REHAB CTR	09/14/2016	Fine	105790
OK	ST. ANN'S SKILLED NURSING AND THERAPY	07/24/2018	Fine	8125
OH	PINE KIRK CARE CENTER	05/23/2018	Payment Denial	
RI	WARREN SKILLED NURSING AND REHABILITATION	10/22/2018	Fine	27528
OR	AVAMERE REHABILITATION OF HILLSBORO	03/22/2017	Fine	7800
OH	LIBERTY NURSING CENTER OF COLERAIN INC	11/19/2018	Payment Denial	
PA	AVENTURA AT CREEKSIDE	08/03/2017	Fine	13627
OK	SEMINOLE CARE AND REHABILITATION CENTER	01/18/2017	Fine	19477
OK	KENWOOD MANOR	06/15/2016	Fine	93759
PA	MAHONING VALLEY NURSING AND RE	03/31/2017	Fine	7933
PA	INGLIS HOUSE	11/11/2016	Fine	4762
PA	CEDAR HAVEN HEALTHCARE CENTER	05/22/2017	Fine	6893
OK	STILWELL NURSING HOME, LLC	06/19/2017	Fine	32470
SC	BAYVIEW MANOR	06/16/2016	Fine	2500
OR	MEADOW PARK HEALTH & SPECIALTY CARE CENTER	03/13/2018	Fine	40561
SC	KERSHAWHEALTH KARESH LONG TERM CARE	06/28/2017	Fine	6894
PA	GARDENS AT BLUE RIDGE, THE	01/26/2017	Fine	125742
SC	MILLENNIUM POST ACUTE REHABILITATION	08/29/2018	Payment Denial	
PA	BROOKMONT HEALTHCARE CENTER LLC	08/26/2016	Payment Denial	
OR	AVAMERE TRANSITIONAL CARE AT SUNNYSIDE	03/14/2018	Fine	7150
PA	PARK AVENUE REHAB CENTER	12/30/2016	Fine	3941
PA	BRIGHTON REHABILITATION AND WELLNESS CENTER	07/11/2017	Fine	45448
SC	PRUITTHEALTH-MONCKS CORNER	02/07/2018	Fine	13625
PA	CONNER-WILLIAMS NURSING HOME	09/26/2017	Payment Denial	
OK	EDWARDS REDEEMER HEALTH & REHAB	10/27/2016	Fine	126822
SC	C M TUCKER NURSING CARE CENTER / RODDEY	08/16/2017	Fine	8528
SC	THE PLACE AT PEPPER HILL	04/23/2018	Fine	10205
PA	KEARSLEY REHABILITATION AND NURSING CENTER	10/04/2017	Fine	13626
PA	SOMERTON  NURSING AND REHABILITATION CENTER	08/03/2017	Fine	7803
OR	SECORA REHABILITATION OF CASCADIA	12/19/2017	Fine	11375
PA	CONESTOGA VIEW	06/20/2018	Fine	13627
PA	UNITED ZION RETIREMENT COMMUNI	07/16/2018	Fine	156419
OK	THE FOUNTAINS AT CANTERBURY	01/16/2018	Fine	10000
SC	BAYVIEW MANOR	02/16/2018	Fine	7294
OK	MEEKER NURSING CENTER	07/19/2017	Payment Denial	
PA	SWAIM HEALTH CENTER	07/28/2016	Fine	5542
OR	WINDSOR HEALTH & REHABILITATION CENTER	05/10/2018	Fine	38493
OR	AVAMERE REHABILITATION OF JUNCTION CITY	03/01/2018	Fine	7150
PA	SPRING CREEK REHABILITATION AND NURSING CENTER	05/30/2018	Fine	14105
SC	MOUNTAINVIEW NURSING HOME	08/09/2018	Fine	84000
VA	COLONIAL HEIGHTS HEALTH CARE C	11/14/2016	Fine	118590
OH	BEAVERCREEK HEALTH AND REHAB	06/08/2017	Fine	6581
OR	AVAMERE REHABILITATION OF BEAVERTON	05/26/2017	Fine	5500
OR	OREGON VETERANS HOME	04/12/2017	Fine	36075
OK	BROOKHAVEN EXTENSIVE CARE	05/03/2018	Fine	6500
OK	SHAWNEE CARE CENTER	12/06/2018	Payment Denial	
PA	LUTHERAN HOME AT JOHNSTOWN, THE	05/07/2018	Fine	10273
PA	SCHUYLKILL CENTER	06/05/2018	Fine	25253
SC	BETHEA BAPTIST HEALTHCARE CENTER	09/20/2016	Fine	1405
OK	LINDSAY NURSING & REHAB	03/05/2018	Payment Denial	
PA	SUSQUE VIEW HOME, INC	10/10/2018	Fine	23088
OR	AVAMERE AT THREE FOUNTAINS	02/09/2018	Fine	20680
OR	BAYCREST HEALTH CENTER	02/16/2018	Fine	10400
PA	MEYERSDALE HEALTHCARE AND REHABILITATION CENTER	10/12/2018	Payment Denial	
OH	HENNIS CARE CENTRE OF BOLIVAR	09/02/2016	Fine	2600
OH	ALTERCARE THORNVILLE INC.	08/25/2016	Fine	12910
SC	C M TUCKER NURSING CARE CENTER / RODDEY	06/14/2016	Payment Denial	
PA	INN AT FREEDOM VILLAGE,THE	03/29/2017	Fine	13627
PA	QUALITY LIFE SERVICES - APOLLO	08/06/2018	Fine	71799
SC	LIFE CARE CENTER OF HILTON HEAD	05/02/2018	Fine	172299
OK	QUAIL CREEK NURSING AND REHABILITATION CENTER	12/11/2017	Payment Denial	
OR	BAYCREST HEALTH CENTER	03/15/2017	Fine	36300
OK	HERITAGE PARK	05/02/2017	Fine	60934
SC	CARLYLE SENIOR CARE OF AIKEN	10/11/2017	Fine	7615
OH	O'NEILL HEALTHCARE NORTH OLMSTED	04/09/2017	Fine	6500
PA	ELLEN MEMORIAL HEALTH CARE CENTER	03/22/2018	Fine	9168
PA	ST JOSEPH'S MANOR (DBA ENTITY OF HRHS)	04/30/2018	Fine	9168
SD	REGIONAL HEALTH CARE CENTER	04/12/2017	Fine	112520
OK	COLONIAL MANOR NURSING HOME, INC	01/18/2017	Payment Denial	
SC	LIFE CARE CENTER OF COLUMBIA	02/01/2018	Fine	13744
OK	HILLCREST NURSING CENTER	06/29/2017	Fine	6672
OR	MARYVILLE	08/30/2017	Fine	7500
SC	THE PLACE AT PEPPER HILL	04/23/2018	Payment Denial	
SC	SUMMIT HILLS SKILLED NURSING FACILITY	11/20/2018	Fine	20965
OK	WILLOW HAVEN NURSING HOME	08/29/2018	Fine	7673
OK	PONCA CITY NURSING & REHABILITATION CENTER	05/30/2018	Payment Denial	
SC	CAPSTONE REHABILITATION AND HEALTHCARE	08/28/2017	Fine	6962
OK	HERITAGE PARK	03/14/2018	Fine	8125
OK	EDWARDS REDEEMER HEALTH & REHAB	05/09/2017	Fine	9422
OK	BLUE RIVER HEALTHCARE, INC	02/07/2018	Fine	9750
PA	WILLOWBROOKE COURT SKD CARE CENTER AT LIMA ESTATES	08/01/2017	Fine	7153
PA	KINKORA PYTHIAN HOME	11/08/2017	Payment Denial	
PA	SUNNYVIEW NURSING AND REHABILITATION CENTER	01/12/2017	Fine	9298
OK	INOLA HEALTH & REHABILITATION	08/16/2016	Fine	30927
OR	INDEPENDENCE HEALTH AND REHABILITATION CENTER	10/31/2017	Fine	27245
OH	VILLA VISTA ROYALE LLC	06/21/2016	Fine	98662
OK	INVERNESS VILLAGE	06/28/2018	Payment Denial	
OH	COLONIAL NURSING CENTER OF ROCKFORD	06/09/2016	Fine	69679
SC	HARVEST HEALTH & REHAB OF JOHNS ISLAND	07/26/2016	Fine	2925
PA	UPMC HERITAGE PLACE	12/16/2016	Fine	5932
PA	CLIVEDEN NURSING AND REHABILITATION CENTER	07/31/2017	Fine	9298
OK	WILDWOOD CARE CENTER, INC	07/17/2018	Payment Denial	
PA	LOYALHANNA CARE CENTER	02/17/2017	Payment Denial	
PA	MANORCARE HEALTH SERVICES-KINGSTON COURT	06/11/2018	Fine	61542
PA	DUNMORE HEALTH CARE CENTER	08/28/2018	Payment Denial	
PA	BRIGHTON REHABILITATION AND WELLNESS CENTER	04/02/2018	Fine	8908
OH	AMBERWOOD MANOR	02/15/2018	Fine	13627
PA	EDGEHILL NURSING AND REHAB CEN	02/24/2017	Fine	2600
OK	EL RENO POST-ACUTE REHABILITATION CENTER	06/06/2017	Payment Denial	
PA	GARDENS AT WEST SHORE, THE	10/17/2017	Payment Denial	
OK	BROOKSIDE NURSING CENTER	04/19/2017	Fine	10626
SC	COMMANDER NURSING CENTER	11/15/2018	Fine	13905
OH	SOLON POINTE AT EMERALD RIDGE	07/11/2017	Fine	11000
PA	ABINGTON MANOR	09/02/2016	Fine	130485
OR	PRESTIGE CARE AND REHABILITATION - MENLO PARK	12/20/2016	Fine	15873
OR	MARQUIS TUALATIN POST ACUTE REHAB	12/21/2016	Fine	66300
OR	REGENCY ALBANY	03/10/2017	Fine	16656
OH	COVINGTON SKILLED NURSING & REHAB CENTER	05/04/2017	Fine	6500
OR	ROSE HAVEN NURSING CENTER	04/04/2018	Fine	42930
OK	MONROE MANOR	12/13/2018	Fine	6500
OK	AMBASSADOR MANOR NURSING CENTER	08/10/2017	Fine	55941
PA	LOYALHANNA CARE CENTER	02/02/2018	Fine	165321
PA	GARDENS AT BLUE RIDGE, THE	05/10/2017	Payment Denial	
OK	BARTLESVILLE HEALTH AND REHABILITATION COMMUNITY	09/27/2017	Fine	20988
OH	RIVERSIDE LANDING NURSING AND REHABILITATION	06/20/2018	Fine	13000
PA	GARDENS AT SCRANTON, THE	05/16/2018	Payment Denial	
PA	STATESMAN HEALTH & REHABILITATION CENTER	06/29/2018	Fine	7673
SC	MAGNOLIA MANOR - GREENWOOD	12/11/2018	Payment Denial	
OK	PLEASANT VALLEY HEALTH CARE CENTER	05/19/2017	Fine	16776
PA	BRYN MAWR TERRACE, THE	06/22/2018	Fine	9428
PA	ST JOSEPH'S MANOR (DBA ENTITY OF HRHS)	04/21/2017	Fine	11053
PA	AVALON SPRINGS PLACE	03/27/2017	Fine	7023
PA	LUTHERAN HOME AT KANE, THE	08/14/2017	Fine	8063
OK	MAPLEWOOD CARE CENTER	06/15/2017	Payment Denial	
PA	SOMERTON  NURSING AND REHABILITATION CENTER	12/22/2016	Fine	2762
OH	GARDENS OF MCGREGOR AND AMASA STONE	09/21/2017	Fine	8125
OR	BEND TRANSITIONAL CARE	09/06/2018	Fine	13055
SC	PRUITTHEALTH- NORTH AUGUSTA	04/24/2018	Fine	13010
OK	PARKLAND MANOR LIVING CENTER	04/04/2017	Fine	13852
OK	EMERALD CARE CENTER SOUTHWEST LLC	12/20/2018	Payment Denial	
PA	FREY VILLAGE	04/10/2017	Fine	27361
OK	GEARY COMMUNITY NURSING HOME	07/23/2018	Payment Denial	
PA	PLEASANT ACRES REHABILITATION AND NURSING CENTER	07/19/2018	Fine	55637
SC	RIDGEWAY MANOR HEALTHCARE CENTER	12/20/2017	Fine	51825
OR	MARQUIS PIEDMONT POST ACUTE REHAB	07/11/2018	Fine	6500
PA	TWIN LAKES REHABILITATION AND HEALTHCARE CENTER	06/08/2017	Fine	7247
PA	WATSONTOWN REHABILITATION AND NURSING CENTER	03/27/2017	Fine	9298
OK	THE SPRINGS SKILLED NURSING AND THERAPY	09/26/2018	Fine	13286
SC	RIDGELAND NURSING CENTER INC	07/05/2017	Fine	7160
OK	SKIATOOK NURSING HOME,LLC	09/26/2017	Payment Denial	
OH	STEUBENVILLE COUNTRY CLUB MANOR	08/16/2018	Payment Denial	
OR	MARQUIS OREGON CITY POST ACUTE REHAB	04/27/2017	Fine	6500
OK	SEMINOLE PIONEER NURSING HOME	11/08/2017	Fine	4225
SC	OPUS POST ACUTE REHABILITATION	06/28/2017	Fine	7222
OK	POCOLA HEALTH AND REHAB	09/06/2018	Fine	45940
PA	MEADOW VIEW NURSING CENTER	09/28/2018	Fine	12678
TN	ISLAND HOME PARK HEALTH AND REHAB	06/07/2017	Fine	400
OK	CIMARRON NURSING CENTER	08/07/2018	Fine	6500
OH	BEAVERCREEK HEALTH AND REHAB	12/11/2018	Payment Denial	
OK	RIVERSIDE HEALTH SERVICES LLC	03/30/2017	Payment Denial	
OK	NORTH COUNTY CENTER FOR NURSING AND REHABILITATION	01/24/2017	Fine	19635
OR	CHEHALEM HEALTH & REHAB	12/20/2017	Fine	12678
OK	MEADOWLAKE ESTATES	08/08/2018	Payment Denial	
OK	THE GOLDEN RULE HOME	08/02/2017	Payment Denial	
PA	CORNER VIEW NURSING AND REHABILITATION CENTER	01/08/2018	Payment Denial	
SC	HONORAGE NURSING CENTER	01/13/2017	Fine	319133
RI	BANNISTER CTR FOR REHABILITATION AND HEALTH CARE	07/19/2017	Fine	13627
OK	CLEVELAND MANOR NURSING & REHAB	09/19/2017	Fine	6500
OH	SCIOTO POINTE	09/25/2018	Fine	145256
OK	LINDSAY NURSING & REHAB	04/17/2017	Fine	43654
PA	BERKSHIRE CENTER	08/07/2018	Fine	7023
PA	MOUNTAIN VIEW CARE AND REHABILITATION CENTER	12/27/2017	Fine	13905
OH	WAYSIDE FARM INC	08/17/2017	Fine	94216
PA	FOREST PARK HEALTHCARE AND REHABILITATION CENTER	01/19/2017	Payment Denial	
OH	HARMONY COURT REHAB AND NURSING	10/30/2018	Payment Denial	
SC	C M TUCKER NURSING CARE CENTER / RODDEY	06/14/2016	Fine	135525
PA	MANORCARE HEALTH SERVICES-CHAMBERSBURG	09/30/2016	Fine	16693
PA	RIDGEVIEW HEALTHCARE AND REHABILITATION CENTER	11/14/2016	Fine	239379
TX	SWEETWATER HEALTHCARE CENTER	10/05/2016	Fine	10896
OK	CORN HERITAGE VILLAGE AND REHAB	01/10/2017	Fine	6021
PA	BROAD MOUNTAIN HEALTH AND REHABILITATION CENTER	06/07/2016	Payment Denial	
SD	COVINGTON CARE AND REHABILITATION CENTER	08/24/2016	Fine	3616
SC	LAUREL BAYE HEALTHCARE  OF WILLISTON LLC	01/19/2018	Fine	13627
OH	COVINGTON SKILLED NURSING & REHAB CENTER	03/13/2018	Fine	41022
SC	MOUNT PLEASANT MANOR	12/07/2017	Fine	31071
OR	SECORA REHABILITATION OF CASCADIA	12/19/2017	Payment Denial	
OH	HILLSPRING HEALTH CARE & REHAB	11/29/2017	Fine	6500
PA	PLEASANT ACRES REHABILITATION AND NURSING CENTER	12/13/2016	Fine	8142
OK	MCMAHON-TOMLINSON NURSING CENTER	04/20/2017	Fine	12093
PA	RIDGEVIEW HEALTHCARE & REHAB CENTER	11/08/2017	Payment Denial	
OH	SALEM WEST HEALTHCARE CENTER	12/19/2018	Fine	13328
OK	BURFORD MANOR	01/27/2017	Fine	15360
PA	PLEASANT ACRES REHABILITATION AND NURSING CENTER	07/22/2016	Fine	118573
PA	ELKINS CREST HEALTH & REHABILITATION CENTER	04/03/2017	Fine	12506
SC	PRUITTHEALTH- COLUMBIA	09/22/2016	Fine	8306
OK	WARR ACRES NURSING CENTER	04/02/2018	Fine	43979
OK	NORTHWEST NURSING CENTER	02/20/2018	Fine	8769
OR	AVAMERE HEALTH SERVICES OF ROGUE VALLEY	07/10/2017	Fine	5500
PA	SWAIM HEALTH CENTER	01/26/2018	Fine	7640
SC	POINSETT REHABILITATION AND HEALTHCARE CENTER	11/20/2017	Fine	7936
PA	MANOR AT ST LUKE VILLAGE,THE	03/01/2018	Fine	8778
OK	GRACE LIVING CENTER-NORMAN	08/04/2017	Payment Denial	
SC	THE ARBORETUM AT THE WOODLANDS	05/04/2017	Payment Denial	
OH	ORRVILLE POINTE	09/10/2018	Fine	9038
OH	ELIZA BRYANT CENTER	11/01/2018	Fine	44702
PA	ST JOSEPH'S MANOR (DBA ENTITY OF HRHS)	08/29/2016	Fine	116879
OK	OSAGE NURSING HOME, LLC	01/25/2017	Fine	6729
OH	LAKERIDGE VILLA HEALTH CARE CENTER	08/18/2016	Fine	4550
PA	WILLOWBROOKE COURT-GRANITE	01/31/2018	Fine	6893
PA	GARDENS AT MILLVILLE, THE	04/28/2017	Fine	7933
PA	GROVE AT NORTH HUNTINGDON, THE	08/05/2016	Fine	127042
PA	FAIR ACRES GERIATRIC CENTER	10/29/2018	Fine	9558
OK	EDMOND HEALTH CARE CENTER	10/02/2018	Payment Denial	
OR	UMPQUA VALLEY NURSING & REHABILITATION CENTER	07/13/2018	Fine	6500
PA	FOX SUBACUTE AT MECHANICSBURG	03/12/2018	Payment Denial	
PA	MOUNTAIN CITY NURSING & REHABILITATION CENTER	06/22/2018	Fine	11248
PA	SHIPPENSBURG HEALTH CARE CENTER	07/26/2017	Fine	13627
SC	MAGNOLIA MANOR - INMAN	10/05/2017	Fine	6766
SC	OAKHAVEN NURSING CENTER	09/12/2018	Fine	20965
SC	LAKE EMORY POST ACUTE CARE	01/11/2017	Fine	198615
OK	CEDARCREST CARE CENTER	08/01/2018	Fine	4225
SC	PRUITTHEALTH- NORTH AUGUSTA	09/26/2018	Fine	13905
OK	SHAWN MANOR NURSING HOME	12/15/2016	Fine	10226
OK	BLUE RIVER HEALTHCARE, INC	09/29/2016	Payment Denial	
PA	FOX SUBACUTE AT SOUTH PHILADELPHIA	08/31/2018	Payment Denial	
RI	ST CLARE HOME	06/27/2018	Payment Denial	
OR	CLATSOP CARE CENTER	06/20/2017	Fine	6250
SC	EDISTO POST ACUTE	12/15/2016	Fine	1493
OR	EMPRES HILLSBORO HEALTH AND REHABILITATION CENTER	07/24/2017	Fine	6500
OK	HERITAGE PARK	01/20/2017	Payment Denial	
OR	AVAMERE REHABILITATION OF COOS BAY	09/15/2016	Fine	82064
OH	STOW GLEN HEALTH CARE CENTER	10/20/2016	Fine	2251
OH	HUMILITY HOUSE	03/10/2017	Fine	16221
OK	ADA CARE CENTER	04/16/2018	Fine	6630
OK	ELMBROOK HOME	03/27/2017	Fine	35577
OH	SCIOTO COMMUNITY	07/16/2018	Fine	3097
SC	C M TUCKER NURSING CARE CENTER / RODDEY	08/16/2017	Fine	13629
OK	PLEASANT VALLEY HEALTH CARE CENTER	05/19/2017	Payment Denial	
PA	NORTH STRABANE REHABILITATION AND WELLNESS CTR, LL	09/21/2017	Fine	62291
OK	EDWARDS REDEEMER HEALTH & REHAB	10/27/2016	Payment Denial	
PA	BROOKMONT HEALTHCARE CENTER LLC	02/28/2018	Payment Denial	
OK	NORTHWEST NURSING CENTER	08/24/2017	Fine	47425
PA	MOUNTAIN TOP HEALTHCARE AND REHABILITATION  CENTER	10/31/2017	Fine	6893
OH	TWIN LAKES	04/30/2018	Fine	9750
OK	FOUNTAIN VIEW MANOR, INC	08/24/2016	Payment Denial	
OK	HILLCREST MANOR	10/02/2018	Payment Denial	
PA	CHELTENHAM NURSING AND REHAB C	03/08/2017	Fine	8453
PA	CHAPEL MANOR	08/14/2017	Fine	7153
SC	SUMTER EAST HEALTH & REHABILITATION CENTER	01/31/2018	Fine	8590
OH	CRYSTAL CARE OF COAL GROVE	11/18/2016	Fine	18195
PA	GARDENS AT WYOMING VALLEY, THE	10/19/2018	Payment Denial	
OR	ROSE HAVEN NURSING CENTER	11/16/2016	Fine	1532
OR	COAST FORK NURSING CENTER	11/07/2016	Fine	30576
OH	AVENUE CARE AND REHABILITATION CENTER, THE	05/18/2017	Fine	7150
PA	NORRITON SQUARE NURSING AND REHABILITATION CENTER	12/05/2016	Fine	182868
RI	ST ANTOINE RESIDENCE	09/13/2018	Fine	9753
OK	THE HIGHLANDS AT OWASSO	02/17/2017	Fine	12553
PA	INGLIS HOUSE	11/11/2016	Payment Denial	
OK	OKLAHOMA METHODIST MANOR, INC.	05/02/2017	Fine	3982
OR	MARIAN ESTATES	03/05/2018	Fine	36075
PA	GETTYSBURG CENTER	10/19/2017	Payment Denial	
SC	LAKE CITY SCRANTON HEALTHCARE CENTER	10/26/2016	Fine	5062
PA	LUTHER ACRES MANOR	06/26/2018	Fine	127706
OK	PARKS EDGE NURSING AND REHABILITATION CENTER	08/17/2016	Fine	5428
PA	GUARDIAN HEALTHCARE AND REHABILITATION CENTER	12/08/2017	Fine	6893
SC	ELLEN SAGAR NURSING CENTER	01/23/2018	Fine	9890
OH	ALTERCARE OF HILLIARD POST-ACUTE CENTER	10/24/2017	Fine	11362
PA	BERKS HEIM NURSING & REHABILITATION	06/16/2017	Fine	7413
PA	ST IGNATIUS NURSING & REHAB CENTER	06/14/2018	Fine	13627
SC	C M TUCKER NURSING CARE CENTER / RODDEY	06/27/2018	Fine	96512
SC	SANDPIPER REHAB & NURSING	04/24/2018	Fine	6500
PA	CORNER VIEW NURSING AND REHABILITATION CENTER	09/18/2018	Fine	100669
PA	GROVE AT NORTH HUNTINGDON, THE	08/05/2016	Payment Denial	
OK	SUNSET ESTATES	11/08/2017	Fine	30452
PA	CORNER VIEW NURSING AND REHABILITATION CENTER	11/29/2016	Fine	211697
OH	TRIPLE CREEK RETIREMENT COMMUNITY	03/08/2017	Fine	4892
OK	SUNSET ESTATES	08/02/2016	Fine	17426
PA	LACKAWANNA HEALTH AND REHAB CENTER	08/18/2017	Payment Denial	
PA	PREMIER WASHINGTON REHABILITATION AND NURSING CTR	05/02/2018	Payment Denial	
PA	GREEN RIDGE CARE CENTER	01/27/2017	Payment Denial	
SC	ELLENBURG NURSING CENTER, INC	09/30/2017	Fine	8456
SC	MILLENNIUM POST ACUTE REHABILITATION	04/13/2017	Fine	9308
OK	LATIMER NURSING HOME	10/13/2016	Fine	9271
OK	PARKS EDGE NURSING AND REHABILITATION CENTER	06/13/2017	Fine	21034
PA	LOYALSOCK REHAB CENTER	08/01/2018	Payment Denial	
SC	THE METHODIST OAKS	02/10/2017	Fine	13408
PA	CHRIST THE KING MANOR	10/19/2017	Payment Denial	
OK	SENIOR SUITES HEALTHCARE	11/16/2016	Fine	7484
RI	TRINITY HEALTH AND REHABILITATION CENTER	12/29/2016	Fine	1063
OK	THE COTTAGE EXTENDED CARE	06/14/2016	Fine	3900
OH	BIRCHWOOD CARE CENTER	10/16/2017	Fine	10969
OR	REGENCY CARE OF ROGUE VALLEY	05/01/2018	Fine	45000
OR	REGENCY FLORENCE	09/28/2018	Fine	6500
PA	TWIN LAKES REHABILITATION AND HEALTHCARE CENTER	10/01/2018	Fine	9818
OK	HERITAGE HILLS LIVING & REHABILITATION CENTER	11/10/2016	Fine	11829
PA	TREMONT HEALTH & REHABILITATION CENTER	09/14/2016	Fine	2102
OK	HERITAGE VILLA NURSING CENTER	08/16/2017	Payment Denial	
OK	KENWOOD MANOR	06/15/2016	Payment Denial	
SC	MILLENNIUM POST ACUTE REHABILITATION	08/29/2018	Fine	89317
OR	LIFE CARE CTR OF COOS BAY	11/14/2018	Fine	22523
OK	CORDELL CHRISTIAN HOME	09/19/2017	Fine	17043
PA	KIRKLAND VILLAGE	12/08/2016	Fine	48753
OK	GOLDEN OAKS VILLAGE	07/20/2017	Fine	20000
PA	CORNER VIEW NURSING AND REHABILITATION CENTER	01/08/2018	Fine	35810
PA	MANORCARE HEALTH SERVICES-SUNBURY	09/18/2017	Fine	6893
PA	GARDENS AT STROUD, THE	09/16/2018	Payment Denial	
SC	DUNDEE MANOR, LLC	12/13/2017	Fine	13627
OR	CORVALLIS MANOR	07/11/2018	Fine	43992
PA	CENTRE CREST	12/20/2018	Fine	13905
OH	OAKS OF BRECKSVILLE	09/01/2016	Fine	3250
OK	MAPLEWOOD CARE CENTER	06/15/2017	Fine	35945
PA	QUINCY RETIREMENT COMMUNITY	04/05/2017	Fine	13000
TX	VALLEY GRANDE MANOR	01/10/2017	Fine	6401
OH	AMHERST MEADOWS	05/10/2017	Fine	6500
PA	INGLIS HOUSE	05/03/2017	Fine	262967
PA	SOMERTON  NURSING AND REHABILITATION CENTER	06/28/2018	Payment Denial	
PA	YORK NURSING AND REHABILITATION CENTER	05/26/2017	Fine	13627
OH	CARECORE AT THE MEADOWS	03/10/2017	Fine	3263
OH	BLOSSOM NURSING AND REHAB CENTER	10/05/2017	Fine	8125
PA	ROSE CITY NURSING AND REHAB AT LANCASTER	07/13/2016	Fine	2600
OK	MEDICALODGES DEWEY	01/12/2017	Fine	16904
SC	FAITH HEALTHCARE CENTER	06/14/2017	Fine	25009
OR	AVAMERE REHABILITATION OF NEWPORT	11/21/2016	Fine	7803
PA	MANCHESTER COMMONS OF PRESBYTERIAN SENIORCARE	07/24/2017	Fine	7153
PA	OXFORD HEALTH CENTER	08/18/2016	Fine	121883
PA	GARDENS AT WEST SHORE, THE	03/16/2018	Fine	13000
SD	COVINGTON CARE AND REHABILITATION CENTER	10/26/2017	Fine	90558
